NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,SOFTWARE_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,ORGANIZACAO-DE-EVENTO_Id,OUTRA-PRODUCAO-TECNICA_Id
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,,,0,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,1,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","1","",,,,,,0,,,,,,
"Omar Durán Triana","DURÁN, O.","2","",,,,,,0,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,,,,0,,,,,,
"Nathan Shauer","SHAUER, N.","4","5762871737832497",,,,,,0,,,,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","1","2401725550781559",,,,,,1,,,,,,
"Philippe Remy Bernard Devloo","Devloo, Philippe R. B.","2","",,,,,,1,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,,,,1,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","4","",,,,,,1,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,0,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,1,,,,,
"Erico Correio da Silva","SILVA, E. C.","2","",,,,,,,1,,,,,
"Gustavo Camargo Longhin","LONGHIN, G. C.","3","9121612523149859",,,,,,,1,,,,,
"Edimar Cesar Rylo","RYLO, E. C.","4","7462096912445959",,,,,,,1,,,,,
"Jorge Diaz Calle","CALLE, J. D.","1","2049910703027682",,,,,,,2,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",,,,,,,2,,,,,
"Alexandre de Oliveira","OLIVEIRA, A.","3","",,,,,,,2,,,,,
"Allan Comar","COMAR, A.","4","",,,,,,,2,,,,,
"Nathan Shauer","SHAUER, N.","1","5762871737832497",,,,,,,3,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",,,,,,,3,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,0,,,,
"L. J. HAYES","HAYES, L. J.","2","",,,,,,,,0,,,,
"T. STROUBOULIS","STROUBOULIS, T.","1","",,,,,,,,1,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,,,,1,,,,
"J. T. ODEN","ODEN, J. T.","3","",,,,,,,,1,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,2,,,,
"Sonia Maria Gomes","GOMES, S. M.","1","6979417654874483",,,,,,,,3,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,,,,3,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,4,,,,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",,,,,,,,4,,,,
"Bruno Koobus","KOOBUS, B.","1","",,,,,,,,5,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,,,,5,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,6,,,,
"Loula Fezoui","FEZOUI, L.","2","",,,,,,,,6,,,,
"Stéphane Lacire","LACIRE, S.","3","",,,,,,,,6,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,7,,,,
"Jorge Diaz Calle","CALLE, J. D.","2","2049910703027682",,,,,,,,7,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,8,,,,
"Edimar Cesar Rylo","RYLO, E. C.","2","7462096912445959",,,,,,,,8,,,,
"Tiago Luis Duarte Forti","FORTI, T. L. D.","3","9586074227742751",,,,,,,,8,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,9,,,,
"Tiago Luis Duarte Forti","FORTI, T. L. D.","2","9586074227742751",,,,,,,,9,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,10,,,,
"Edimar Cesar Rylo","RYLO, E. C.","2","7462096912445959",,,,,,,,10,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,11,,,,
"Helton Hideraldo Bíscaro","BISCARO, H. H.","2","",,,,,,,,11,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,12,,,,
"Alaor Leandro Rosa","ROSA, A. L.","2","",,,,,,,,12,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,13,,,,
"Roberto H. Heiderich","HEIDERICH, R. H.","2","",,,,,,,,13,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,14,,,,
"Alaor Leandro Rosa","ROSA, A. L.","2","",,,,,,,,14,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,15,,,,
"Tiago Luis Duarte Forti","FORTI, T. L. D.","2","9586074227742751",,,,,,,,15,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,16,,,,
"Edimar Cesar Rylo","RYLO, E. C.","2","7462096912445959",,,,,,,,16,,,,
"Tiago Luis Duarte Forti","FORTI, T. L. D.","3","9586074227742751",,,,,,,,16,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,0,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,1,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,2,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,3,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,4,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,5,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,6,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,7,,,
"José Sérgio Rodrigues ALVES","ALVES, J. S. R.","2","",,,,,,,,,7,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,8,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,9,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,10,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,11,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,12,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,13,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,14,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,15,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,16,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,17,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,18,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,19,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,20,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,21,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,22,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,23,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,24,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,25,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,26,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,27,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,28,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,29,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,30,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,31,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,32,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","1","2401725550781559",,,,,,,,,33,,,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",,,,,,,,,33,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,,,,,,,,33,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,34,,,
"Tiago Luís Duarte Forti","FORTI, T. L. D.","2","9586074227742751",,,,,,,,,34,,,
"(Paulo Cesar de Alvarenga Lucci","LUCCI, P. C. A.","3","5381087404504911",,,,,,,,,34,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","4","2401725550781559",,,,,,,,,34,,,
"Edimar Cesar Rylo","RYLO, E. C.","5","7462096912445959",,,,,,,,,34,,,
"Tiago Luis Duarte Forti","FORTI, T. L. D.","1","9586074227742751",,,,,,,,,35,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,,,,,35,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,,,,,,,35,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,36,,,
"Jorge Lizardo Diaz Calle","CALLE, J. L. D.","2","",,,,,,,,,36,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","3","2401725550781559",,,,,,,,,36,,,
"Sonia Maria Gomes","GOMES, S. M.","4","6979417654874483",,,,,,,,,36,,,
"(Paulo Cesar de Alvarenga Lucci","LUCCI, P. C. A.","5","5381087404504911",,,,,,,,,36,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,37,,,
"Nathan Shauer","SHAUER, N.","2","5762871737832497",,,,,,,,,37,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,38,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","2","2401725550781559",,,,,,,,,38,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,,,,,,,38,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","1","",,,,,,,,,39,,,
"FARIAS,A.M. (Agnaldo Monteiro Farias)","Agnaldo Monteiro Farias","2","",,,,,,,,,39,,,
"GOMES,S.M.","Sonia Maria Gomes","3","",,,,,,,,,39,,,
"GONÇALVES, J.L","GONÇALVES, J.L","4","2719190119956611",,,,,,,,,39,,,
"Tiago Forti","FORTI, T.","1","9586074227742751",,,,,,,,,40,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","2","",,,,,,,,,40,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","3","6979417654874483",,,,,,,,,40,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","1","2401725550781559",,,,,,,,,41,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",,,,,,,,,41,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","1","",,,,,,,,,42,,,
"Diogo Cecílio","CECILIO, D.","2","2594284000782489",,,,,,,,,42,,,
"Nathan Shauer","SHAUER, N.","3","5762871737832497",,,,,,,,,42,,,
"Sonia Maria Gomes","GOMES, S. M.","4","6979417654874483",,,,,,,,,42,,,
"Erick Slis Raggio Santos","SANTOS, E. S. R.","5","6586851137916033",,,,,,,,,42,,,
"Diogo Cecílio","CECILIO, D.","1","2594284000782489",,,,,,,,,43,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",,,,,,,,,43,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,,,,,,,43,,,
"Nathan Shauer","SHAUER, N.","4","5762871737832497",,,,,,,,,43,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","1","",,,,,,,,,44,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","2","2401725550781559",,,,,,,,,44,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,,,,,,,44,,,
"Diego Paredes","PAREDES, D.","4","",,,,,,,,,44,,,
"Frederic Valentin","VALENTIN, F.","5","",,,,,,,,,44,,,
"Douglas A. Castro","CASTRO, D. A.","1","",,,,,,,,,45,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",,,,,,,,,45,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","3","2401725550781559",,,,,,,,,45,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","4","6979417654874483",,,,,,,,,45,,,
"Omar Duran","DURAN, O.","5","",,,,,,,,,45,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,46,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,0,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,1,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,2,,
"Regina Coeli Ruschel","RUSCHEL, R. C.","2","",,,,,,,,,,2,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,3,,
"Regina Coeli Ruschel","RUSCHEL, R. C.","2","",,,,,,,,,,3,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,4,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,5,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,6,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","1","",,,,,,,,,,7,,
"Tiago Forti","FORTI, T.","2","9586074227742751",,,,,,,,,,7,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,8,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,9,,
"Leopoldo P Franca","FRANCA, L. P.","1","",,,,,,,,,,,0,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,,,,,,,0,
"Leopoldo P Franca","FRANCA, L. P.","1","",,,,,,,,,,,1,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,,,,,,,1,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,2,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",,,,,,,,,,,2,
"Maria Cristina Cunha","CUNHA, M. C.","3","",,,,,,,,,,,2,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,3,
"Maria Cristina Cunha","CUNHA, M. C.","1","",,,,,,,,,,,4,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",,,,,,,,,,,4,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,,,,,,,,,,4,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,5,
"Olivier Pironneau","PIRONNEAU, O.","2","",,,,,,,,,,,5,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,6,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,7,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,8,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,9,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","1","",,,,,,,,,,,10,
"Jão Azevedo","AZEVEDO, J.","1","",,,,,,,,,,,11,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,,,,,,,11,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,,0
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,,1
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,,2
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,,3
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,,4
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,,,,,,,,,5
