NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,PREFACIO-POSFACIO_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,RELATORIO-DE-PESQUISA_Id,OUTRA-PRODUCAO-TECNICA_Id
"Lilia Montali","MONTALI, L.","2","",,,,,,,,,15,,,,,,
"Rosana Baeninger","BAENINGER, R.","3","",,,,,,,,,15,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","4","8193784842843418",,,,,,,,,15,,,,,,
"Stela Maria Telles","TELLES, S. M.","5","",,,,,,,,,15,,,,,,
"Claudia Gomes de Siqueira","SIQUEIRA, C. G.","6","",,,,,,,,,15,,,,,,
"Claudio Salvadori Dedecca","DEDECCA, C. S.","1","",,,,,,,,,16,,,,,,
"Lilia Montali","MONTALI, L.","2","",,,,,,,,,16,,,,,,
"Rosana Baeninger","BAENINGER, R.","3","",,,,,,,,,16,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","4","8193784842843418",,,,,,,,,16,,,,,,
"Stela Maria Telles","TELLES, S. M.","5","",,,,,,,,,16,,,,,,
"Claudia Gomes de Siqueira","SIQUEIRA, C. G.","6","",,,,,,,,,16,,,,,,
"Claudio Salvadori Dedecca","DEDECCA, C. S.","1","",,,,,,,,,17,,,,,,
"Lilia Montali","MONTALI, L.","2","",,,,,,,,,17,,,,,,
"Rosana Baeninger","BAENINGER, R.","3","",,,,,,,,,17,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","4","8193784842843418",,,,,,,,,17,,,,,,
"Stela Maria Telles","TELLES, S. M.","5","",,,,,,,,,17,,,,,,
"Claudia Gomes de Siqueira","SIQUEIRA, C. G.","6","",,,,,,,,,17,,,,,,
"Claudio Salvadori Dedecca","DEDECCA, C. S.","1","",,,,,,,,,18,,,,,,
"Lilia Montali","MONTALI, L.","2","",,,,,,,,,18,,,,,,
"Rosana Baeninger","BAENINGER, R.","3","",,,,,,,,,18,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","4","8193784842843418",,,,,,,,,18,,,,,,
"Stela Maria Telles","TELLES, S. M.","5","",,,,,,,,,18,,,,,,
"Claudia Gomes de Siqueira","SIQUEIRA, C. G.","6","",,,,,,,,,18,,,,,,
"Claudio Salvadori Dedecca","DEDECCA, C. S.","1","",,,,,,,,,19,,,,,,
"Lilia Montali","MONTALI, L.","2","",,,,,,,,,19,,,,,,
"Rosana Baeninger","BAENINGER, R.","3","",,,,,,,,,19,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","4","8193784842843418",,,,,,,,,19,,,,,,
"Stela Maria Telles","TELLES, S. M.","5","",,,,,,,,,19,,,,,,
"Claudia Gomes de Siqueira","SIQUEIRA, C. G.","6","",,,,,,,,,19,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,20,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,21,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,22,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,23,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,24,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,25,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,26,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,27,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,28,,,,,,
"Claudio Salvadori Dedecca","DEDECCA, C. S.","1","",,,,,,,,,29,,,,,,
"Lilia Montali","MONTALI, L.","2","",,,,,,,,,29,,,,,,
"Rosana Baeninger","BAENINGER, R.","3","",,,,,,,,,29,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","4","8193784842843418",,,,,,,,,29,,,,,,
"Stela Maria Telles","TELLES, S. M.","5","",,,,,,,,,29,,,,,,
"Claudia Gomes de Siqueira","SIQUEIRA, C. G.","6","",,,,,,,,,29,,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,0,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,0,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,1,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,1,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,2,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,2,,,,,
"Alexandre Gori Maia","MAIA, A. G.","3","8284067987442342",,,,,,,,,,2,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,3,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,3,,,,,
"Roberto A. Z. Borghi","BORGHI, R. A. Z.","3","0218092571931491",,,,,,,,,,3,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,4,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,4,,,,,
"Alexandre Gori Maia","MAIA, A. G.","3","8284067987442342",,,,,,,,,,4,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,5,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,6,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,6,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,7,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,7,,,,,
"Alexandre Gori Maia","MAIA, A. G.","3","8284067987442342",,,,,,,,,,7,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,8,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,8,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,9,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,10,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,10,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,11,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,11,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,12,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,12,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,13,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,13,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,14,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,15,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","1","4386580095713306",,,,,,,,,,16,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","2","8193784842843418",,,,,,,,,,16,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,17,,,,,
"Paulo Baltar","BALTAR, P.","1","4386580095713306",,,,,,,,,,18,,,,,
"José Dari Krein","KREIN, J. D","2","3697694280982227",,,,,,,,,,18,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","3","8193784842843418",,,,,,,,,,18,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,19,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,20,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,21,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,22,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","1","4386580095713306",,,,,,,,,,23,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","2","8193784842843418",,,,,,,,,,23,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,24,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,25,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,26,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,27,,,,,
"Paulo Baltar","BALTAR, P.","1","4386580095713306",,,,,,,,,,28,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","2","8193784842843418",,,,,,,,,,28,,,,,
"Alexandre Gori Maia","MAIA, A. G.","3","8284067987442342",,,,,,,,,,28,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,29,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,30,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,31,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,32,,,,,
"Paulo Eduardo de Andrade Baltar","BALTAR, P. E. A.","2","4386580095713306",,,,,,,,,,32,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,33,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,34,,,,,
"Paulo Baltar","BALTAR, P.","2","4386580095713306",,,,,,,,,,34,,,,,
"Paulo Baltar","BALTAR, P.","1","4386580095713306",,,,,,,,,,35,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","2","8193784842843418",,,,,,,,,,35,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,36,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,37,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,38,,,,,
"Paulo Baltar","BALTAR, P.","2","4386580095713306",,,,,,,,,,38,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,39,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,40,,,,,
"Paulo Baltar","BALTAR, P.","2","4386580095713306",,,,,,,,,,40,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,41,,,,,
"Paulo Baltar","BALTAR, P.","2","4386580095713306",,,,,,,,,,41,,,,,
"José Dari Krein","KREIN, J. D","1","3697694280982227",,,,,,,,,,42,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","2","8193784842843418",,,,,,,,,,42,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,43,,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,0,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,1,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,2,,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,0,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,1,,,
"José Dari Krein","KREIN, J. D","2","3697694280982227",,,,,,,,,,,,1,,,
"Anselmo Luís dos Santos","SANTOS, A. L.","3","8578750972825935",,,,,,,,,,,,1,,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,0,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,1,,
"Paulo Baltar","BALTAR, P.","2","4386580095713306",,,,,,,,,,,,,1,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,2,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,3,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,4,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,5,,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,6,,
"José Francisco Graziano da Silva","SILVA, J. F. G.","2","",,,,,,,,,,,,,6,,
"Walter Belik","BELIK, W.","3","",,,,,,,,,,,,,6,,
"Rodolfo Hoffmann","HOFFMANN, R.","4","4372333117476669",,,,,,,,,,,,,6,,
"Ana Luiza Lodi","LODI, A. L.","1","",,,,,,,,,,,,,,0,
"Eugenia Troncoso Leone","LEONE, E. T.","2","8193784842843418",,,,,,,,,,,,,,0,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,,1,
"Marelo Tavares","TAVARES, M.","2","",,,,,,,,,,,,,,1,
"Fabiola Braunger Valio","VALIO, Fabiola","3","",,,,,,,,,,,,,,1,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,,2,
"Ana Luiza Lodi","LODI, A. L.","2","",,,,,,,,,,,,,,2,
"Nathalia Borges","BORGES, N.","3","",,,,,,,,,,,,,,2,
"Eugenia Troncoso Leone","LEONE, E. T.","1","8193784842843418",,,,,,,,,,,,,,3,
"Fabiola Braunger Valio","VALIO, Fabiola","1","",,,,,,,,,,,,,,,0
"Eugenia Troncoso Leone","LEONE, E. T.","2","8193784842843418",,,,,,,,,,,,,,,0
