NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,PARTITURA-MUSICAL_Id,PREFACIO-POSFACIO_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,RELATORIO-DE-PESQUISA_Id,OUTRA-PRODUCAO-TECNICA_Id,OUTRA-PRODUCAO-ARTISTICA-CULTURAL_Id,ARTES-CENICAS_Id,MUSICA_Id
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,7,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,8,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,9,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,10,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,11,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,12,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,13,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,14,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,15,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,16,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,17,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,18,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,19,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,20,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,21,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,22,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,23,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,24,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,25,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,26,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,27,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,28,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,29,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,30,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,31,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,32,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,33,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,34,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,35,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,36,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,37,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,38,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,39,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,40,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,41,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,42,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,43,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,44,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,45,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,46,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,47,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,48,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,49,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,50,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,51,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,52,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,53,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,54,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,55,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,56,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,57,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,58,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,59,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,60,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,61,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,62,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,63,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,64,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,65,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,66,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,67,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,68,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,69,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,70,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,71,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,72,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,73,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,74,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,75,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,76,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,77,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,78,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,79,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,80,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,81,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,82,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,83,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,84,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,85,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,86,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,87,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,88,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,89,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,90,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,91,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,92,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,93,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,94,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,95,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,96,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,97,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,98,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,99,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,100,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,101,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,102,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,103,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,104,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,105,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,106,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,107,,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,0,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,1,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,2,,,,,,,,,,,,
"Fredercoi Richter","Freridio","1","",,,,,3,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,,,,3,,,,,,,,,,,,
"Jocy de Oliveira","Jocy de Oliveira","3","",,,,,3,,,,,,,,,,,,
"José Augusto Mannis","MANNIS, J. A.","4","",,,,,3,,,,,,,,,,,,
"Igor Linz Maués","MAUES, I. L.","5","",,,,,3,,,,,,,,,,,,
"Conrado Silva","Conrado Silva","6","",,,,,3,,,,,,,,,,,,
"Reginaldo Carvalho","Carvalho, Reginaldo","7","",,,,,3,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,4,,,,,,,,,,,,
"Hilda Hilst","Hilda Hilst","2","",,,,,4,,,,,,,,,,,,
"Carlos Simioni","Carlos Simioni","3","",,,,,4,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,5,,,,,,,,,,,,
"Rodolfo Caesar","CAESAR, R.","2","",,,,,5,,,,,,,,,,,,
"Fernando Iazzeta","IAZZETA, F.","3","",,,,,5,,,,,,,,,,,,
"José Augusto Mannis","MANNIS, J. A.","4","",,,,,5,,,,,,,,,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","5","1648316318310818",,,,,5,,,,,,,,,,,,
"Edson Zampronha","ZAMPRONHA, E.","6","",,,,,5,,,,,,,,,,,,
"Jorge Antunes","Jorge Antunes","7","",,,,,5,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,6,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,7,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,8,,,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,0,,,,,,,,,,,
"Fátima Carneiro dos Santos","SANTOS, F. C.","1","",,,,,,,0,,,,,,,,,,
"Carlos Kater","KATER, C.","2","",,,,,,,0,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","3","5348922588451895",,,,,,,0,,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,0,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,1,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,2,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,3,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,4,,,,,,,,,
"ADRIANA GIAROLA KAYAMA","Kayama, Adriana Giarola","1","",,,,,,,,5,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,,,,,,,5,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,6,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,7,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,8,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,9,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,10,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,11,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,12,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,13,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,14,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,15,,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,0,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,1,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,2,,,,,,,,
"JOSE ROBERTO ZAN","Zan, José Roberto","10","",,,,,,,,,2,,,,,,,,
"MARCOS SIQUEIRA CAVALCANTE","Cavalcante, Marcos Siqueira","11","",,,,,,,,,2,,,,,,,,
"HELENA JANK","Jank, Helena","2","",,,,,,,,,2,,,,,,,,
"EDUARDO AUGUSTO OSTERGREN","Ostergren, Eduardo","3","",,,,,,,,,2,,,,,,,,
"ANTONIO RAFAEL CARVALHO DOS SANTOS","Santos, Antonio Rafael","4","",,,,,,,,,2,,,,,,,,
"CLAUDINEY RODRIGUES CARRASCO","Carrasco, Claudiney","5","",,,,,,,,,2,,,,,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","6","1648316318310818",,,,,,,,,2,,,,,,,,
"LENITA WALDIGE MENDES NOGUEIRA","NOGUEIRA, L. W. M.","7","",,,,,,,,,2,,,,,,,,
"RICARDO GOLDEMBERG","Goldemberg, Ricardo","8","",,,,,,,,,2,,,,,,,,
"MARIA LUCIA SENNA MACHADO PASCOAL","PASCOAL, M. L. S. M.","9","",,,,,,,,,2,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,3,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,4,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,5,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,6,,,,,,,,
"José Ignacio de Campos Junior","CAMPOS JUNIOR, José Ignacio de","2","",,,,,,,,,6,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,7,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,8,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,9,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,10,,,,,,,,
"ADRIANA GIAROLA KAYAMA","Kayama, Adriana Giarola","1","",,,,,,,,,11,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,,,,,,,,11,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,12,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,13,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,14,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,15,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,16,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,17,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,18,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,19,,,,,,,,
"Clayton Rosa Mamedes","MAMEDES, Clayton Rosa","2","6550096587297485",,,,,,,,,19,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,20,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,21,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,22,,,,,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","2","1648316318310818",,,,,,,,,22,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,23,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,24,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,25,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,26,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,27,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,28,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,29,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,30,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,31,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,32,,,,,,,,
"Camila Torino Jabur","JABUR, C. T.","1","",,,,,,,,,33,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,,,,,,,,33,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,34,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,35,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,36,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,37,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,38,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,39,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,40,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,41,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,42,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,43,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,44,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,45,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,46,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,47,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,48,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,49,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,50,,,,,,,,
"Rejane Cantoni","CANTONI, R.","1","",,,,,,,,,51,,,,,,,,
"Fernando Fogliano","FOGLIANO, F.","2","",,,,,,,,,51,,,,,,,,
"Renato Hildebrand","HILDEBRAND, R.","3","",,,,,,,,,51,,,,,,,,
"Daniela Kutschat","KUTSCHAT, D.","4","",,,,,,,,,51,,,,,,,,
"Miltom Sogabe","SOGABE, M.","5","",,,,,,,,,51,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","6","5348922588451895",,,,,,,,,51,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,52,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,53,,,,,,,,
"Clayton Rosa Mamedes","MAMEDES, Clayton Rosa","2","6550096587297485",,,,,,,,,53,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,54,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,55,,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,0,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,1,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,2,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,3,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,4,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,5,,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,0,,,,,,
"ADRIANA GIAROLA KAYAMA","Kayama, Adriana Giarola","1","",,,,,,,,,,,1,,,,,,
"HELENA JANK","Jank, Helena","2","",,,,,,,,,,,1,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","3","5348922588451895",,,,,,,,,,,1,,,,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","4","",,,,,,,,,,,1,,,,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","1","",,,,,,,,,,,2,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,,,,,,,,,,2,,,,,,
"MAURICY MATOS MARTIN","Martin, Mauricy Matos","3","",,,,,,,,,,,2,,,,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","1","",,,,,,,,,,,3,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,,,,,,,,,,3,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,4,,,,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","2","",,,,,,,,,,,4,,,,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","1","",,,,,,,,,,,5,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,,,,,,,,,,5,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,6,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,7,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,8,,,,,,
