NOME-COMPLETO-DO-PARTICIPANTE-DA-BANCA,NOME-PARA-CITACAO-DO-PARTICIPANTE-DA-BANCA,ORDEM-PARTICIPANTE,NRO-ID-CNPQ,PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id,PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id,OUTRAS-BANCAS-JULGADORAS_Id
"Sérgio Freire Garcia","FREIRE, S.","3","",21,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",21,,,,
"Fernando Iazzeta","IAZZETA, F.","1","",22,,,,
"Marcelo Gomes de Queiroz","QUEIROZ, M. G. de","3","",22,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",22,,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","2","",23,,,,
"Didier Jean Georges Guigue","GUIGUE, D. J. G.","3","",23,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",23,,,,
"Prof Dr Silvio Ferraz","FERRAZ, P. D. S.","1","",24,,,,
"Marisa Rezende","REZENDE, M.","2","",24,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","3","5348922588451895",24,,,,
"Rogerio Luiz Moraes Costa","COSTA, R. L. M.","3","",25,,,,
"Adriana Lopes da Cunha Moreira","MOREIRA, A. L. C.","2","",25,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",25,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","2","1648316318310818",26,,,,
"Carlos Vicente de Lima Palombini","Carlos Palombini","3","",26,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",26,,,,
"Adolfo Maia Júnior","MAIA JR, A.","1","",27,,,,
"Furio DAMIANI","Furio Damiani","3","",27,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",27,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",28,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","1","1648316318310818",29,,,,
"Anselmo Guerra de Almeida","Guerra, A.","3","",29,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",29,,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","2","",30,,,,
"Luiz Eduardo Castelões Pereira da Silva","Castelões, L. E.","3","",30,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",30,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","2","1648316318310818",31,,,,
"Luis Felipe Oliveira","Oliveira, L.F.","3","",31,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",31,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","1","1648316318310818",32,,,,
"José Eduardo Fornari Novo Junior","NOVO JUNIOR, J. E. F.","2","",32,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","3","5348922588451895",32,,,,
"Attilio Mastrogiovanni","MASTROGIOVANNI, A.","3","",33,,,,
"Eduardo Antonio Conde Garcia","Garcia, E.A.C","2","",33,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",33,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",34,,,,
"Florivaldo Menezes Filho","MENEZES FILHO, F.","1","",35,,,,
"Alexandre Roberto Lunsqui","LUNSQUI, A. R.","3","",35,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",35,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","2","1648316318310818",36,,,,
"Celso Antonio Mojola","MOJOLA, C. A.","3","",36,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",36,,,,
"José Augusto Mannis","MANNIS, J. A.","1","",37,,,,
"Alexandre Roberto Lunsqui","LUNSQUI, A. R.","3","",37,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",37,,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","1","",38,,,,
"Lineide do Lago Salvador Mosca","MOSCA, L. L. S.","3","",38,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",38,,,,
"Yara Borges Caznok","CAZNOK, Y. B.","1","",39,,,,
"Maurício Funcia de Bonis","BONIS, M. F.","3","",39,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",39,,,,
"Regis Rossi Alves Faria","FARIA, R. R. A.","1","",40,,,,
"Eduardo Simões dos Santos Mendes","MENDES, E. S. S.","3","",40,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",40,,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","1","",41,,,,
"Rogerio Luiz Moraes Costa","COSTA, R. L. M.","3","",41,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",41,,,,
"LENITA WALDIGE MENDES NOGUEIRA","NOGUEIRA, L. W. M.","1","",42,,,,
"Carlos Wiik da Costa","COSTA, C. W.","3","",42,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",42,,,,
"Adriana Lopes da Cunha Moreira","MOREIRA, A. L. C.","2","",43,,,,
"Tadeu Moraes Taffarello","T.M. T","3","",43,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",43,,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","3","1648316318310818",44,,,,
"Rodolfo Caesar","CAESAR, R.","2","",44,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",44,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,0,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,1,,,
"Amílcar Zani Netto","NETTO, A. Z.","1","",,2,,,
"Gilmar Roberto Jardim","JARDIM, G. R.","3","",,2,,,
"Ji Yon Shim","SHIM, J. Y.","4","",,2,,,
"Eduardo Henrique Soares Monteiro","MONTEIRO, E. H. S.","5","",,2,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,2,,,
"Suzi Frankl Speerber","SPEERBER, Suzi Frankl","1","",,3,,,
"Renato Ferracini","FERRACINI, R.","3","",,3,,,
"Luiz Henrique Fiammenghi","FIAMENGHI, L. H.","4","",,3,,,
"Alexandre Luiz Mate","MATE, A. L.","5","",,3,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,3,,,
"José Augusto Mannis","MANNIS, J. A.","2","",,4,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","3","1648316318310818",,4,,,
"Rosangela Pereira de Tugny","TUGNY, R. P.","5","",,4,,,
"Carole Gubernikoff","GUBERNIKOFF, C.","4","",,4,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,4,,,
"Prof Dr Silvio Ferraz","FERRAZ, P. D. S.","1","",,5,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","3","",,5,,,
"Marisa Rezende","REZENDE, M.","4","",,5,,,
"Paulo Roberto Ferraz von Zuben","Paulo Roberto Ferraz von Zuben","5","",,5,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,5,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","2","",,6,,,
"Marcos Branda Lacerda","LACERDA, M. B.","3","",,6,,,
"Maria Celina Paiva Szrvinsk","Maria Celina Paiva Szrvinsk","4","",,6,,,
"George Olivier Toni","George Olivier Toni","5","",,6,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,6,,,
"Morelli","MORELLI,Rita de Cássia Lahoz","1","",,7,,,
"Kofes","Kofes, Maria Suely","3","",,7,,,
"Hikiji","HIKIJI, Rose Sakiro","4","",,7,,,
"Samuel","ARAUJO, Samuel","5","",,7,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,7,,,
"Suzi Frankl Speerber","SPEERBER, Suzi Frankl","1","",,8,,,
"Miller","MILLER, Jussara Cirrea","3","",,8,,,
"Oliveira","OLIVEIRA, Liduino José Pitombeira","4","",,8,,,
"Andre","ANDRE, Carminda Mendes","5","",,8,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,8,,,
"Prof Silvio Ferraz","FERRAZ, P. S.","4","",,9,,,
"Rogerio Luiz Moraes Costa","COSTA, R. L. M.","1","",,9,,,
"TONI","Flavia Camargo Toni","3","",,9,,,
"Salles","Cecilia Almeida Salles","5","",,9,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,9,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","1","1648316318310818",,10,,,
"Adolfo Maia Júnior","MAIA JR, A.","3","",,10,,,
"Anselmo Guerra de Almeida","Guerra, A.","4","",,10,,,
"Daniel Luis Barreiro","Barreiro, D.","5","",,10,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,10,,,
"ANTONIO RAFAEL CARVALHO DOS SANTOS","Santos, Antonio Rafael","1","",,11,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","2","1648316318310818",,11,,,
"Rogerio Luiz Moraes Costa","COSTA, R. L. M.","5","",,11,,,
"Liduino José Pitombeira de Oliveira","Pitombeira, L.J","4","",,11,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","3","5348922588451895",,11,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","1","1648316318310818",,12,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","5","",,12,,,
"Yara Borges Caznok","CAZNOK, Y. B.","2","",,12,,,
"Jacob Herzog","HERZOG, J.","3","",,12,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","4","5348922588451895",,12,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,13,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,14,,,
"Carole Gubernikoff","GUBERNIKOFF, C.","1","",,15,,,
"Eli-Eri Luiz de Moura","MOURA, E. L.","3","",,15,,,
"Marcos Vieira Lucas","LUCAS, M. V.","4","",,15,,,
"Alexandre Reche","RECHE, A.","5","",,15,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,15,,,
"Rogerio Luiz Moraes Costa","COSTA, R. L. M.","1","",,16,,,
"Adriana Lopes da Cunha Moreira","MOREIRA, A. L. C.","2","",,16,,,
"Paulo de Tarso Camargo Cambraia","CAMBRAIA, P. T. C.","3","",,16,,,
"Florivaldo Menezes Filho","MENEZES FILHO, F.","5","",,16,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","4","5348922588451895",,16,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","2","1648316318310818",,17,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","3","",,17,,,
"Teresinha Rodrigues Prada Soares","SOARES, T. R. P.","4","",,17,,,
"Gilson Uehara Gimenes Antunes","ANTUNES, G. U. G.","5","",,17,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,17,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","3","",,18,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","1","",,18,,,
"Tadeu Moraes Taffarello","T.M. T","4","",,18,,,
"Rogerio Vasconcelos Barbosa","BARBOSA, R. V.","5","",,18,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,18,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","3","",,19,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","1","",,19,,,
"Yara Borges Caznok","CAZNOK, Y. B.","4","",,19,,,
"Rogerio Vasconcelos Barbosa","BARBOSA, R. V.","5","",,19,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,19,,,
"MARIA LUCIA SENNA MACHADO PASCOAL","PASCOAL, M. L. S. M.","5","",,20,,,
"Janete El Haouli Santos","SANTOS, J. E. H.","4","",,20,,,
"Rodolfo Caesar","CAESAR, R.","3","",,20,,,
"Regina Marcia Simão Santos","SANTOS, R. M. S.","2","",,20,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,20,,,
"José Augusto Mannis","MANNIS, J. A.","2","",,21,,,
"Fernando Iazzeta","IAZZETA, F.","5","",,21,,,
"JONATAS MANZOLLI","Manzolli, Jônatas","6","1648316318310818",,21,,,
"Adolfo Maia Júnior","MAIA JR, A.","3","",,21,,,
"Artemis Maria Francelin Sanchez Moroni","MORONI, A. M. F. S.","4","",,21,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,21,,,
"José Augusto Mannis","MANNIS, J. A.","3","",,22,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","1","",,22,,,
"Marcos Branda Lacerda","LACERDA, M. B.","4","",,22,,,
"Sergio Kafejian Cardoso Franco","KAFEJIAN, Sergio","5","",,22,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,22,,,
"Lutero Rodrigues Silva","SILVA, L. R.","3","",,23,,,
"Marco Antonio da Silva Ramos","RAMOS, M. A. S.","1","",,23,,,
"Fabio Cury","CURY, F.","4","",,23,,,
"Luis Antonio Eugenio Afonso","AFONSO, L. A. E.","5","",,23,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,23,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","1","",,24,,,
"Rogerio Luiz Moraes Costa","COSTA, R. L. M.","2","",,24,,,
"Yara Borges Caznok","CAZNOK, Y. B.","3","",,24,,,
"José Henrique Padovani Velloso","VELLOSO, J. H. P.","5","",,24,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","4","5348922588451895",,24,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","1","",,25,,,
"Rogerio Luiz Moraes Costa","COSTA, R. L. M.","3","",,25,,,
"Maris Trench de Oliveira Fonterrada","FONTERRADA, M. T. O.","4","",,25,,,
"Manuel Silveira Falleiros","FALLEIROS, M. S.","5","",,25,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","2","5348922588451895",,25,,,
"Cinthia Pinheiro Alireti","ALIRETI, C. P.","4","",,26,,,
"José Henrique Padovani Velloso","VELLOSO, J. H. P.","5","",,26,,,
