DESCRICAO-INFORMACOES-ADICIONAIS,DESCRICAO-INFORMACOES-ADICIONAIS-INGLES,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,PATENTE_Id,PRODUTO-TECNOLOGICO_Id,PROCESSOS-OU-TECNICAS_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,MIDIA-SOCIAL-WEBSITE-BLOG_Id,ORIENTACOES-CONCLUIDAS-PARA-MESTRADO_Id,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id,ORIENTACOES-CONCLUIDAS-PARA-POS-DOUTORADO_Id,OUTRAS-ORIENTACOES-CONCLUIDAS_Id,PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id,PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id,OUTRAS-BANCAS-JULGADORAS_Id,ORIENTACAO-EM-ANDAMENTO-DE-MESTRADO_Id,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"MC. Tavares, P. Mestas, Grupo Europeu - Pedido de depósito fase nacional no. EP09820129.6 no nome da UNICAMP "Fast Three-Phase Reclosing of Shunt Compensated Transmission Lines" em 13/05/2011","",,,,,,,,7,,,,,,,,,,,,,,,,,
"MC. Tavares, P. Mestas, Índia - Pedido de depósito fase nacional no. 965/MUMNP/2011 no nome da UNICAMP "Fast Three-Phase Reclosing of Shunt Compensated Transmission Lines" em 13/05/2011","",,,,,,,,8,,,,,,,,,,,,,,,,,
"M. C. Tavares, P. Mestas, Nova Zelândia - Pedido de depósito fase nacional no. NZ592858 no nome da UNICAMP "Fast Three-Phase Reclosing of Shunt Compensated Transmission Lines" em 03/10/2011","",,,,,,,,9,,,,,,,,,,,,,,,,,
"MC. Tavares, P. Mestas, Rússia - Pedido de depósito fase nacional no. 2011120318 no nome da UNICAMP "Fast Three-Phase Reclosing of Shunt Compensated Transmission Lines" em 13/05/2011.","",,,,,,,,10,,,,,,,,,,,,,,,,,
"M. C. Tavares, P. Mestas, Ucrânia - Pedido de depósito fase nacional no. a 2011 06002 no nome da UNICAMP "Fast Three-Phase Reclosing of Shunt Compensated Transmission Lines" em 13/05/2011","",,,,,,,,11,,,,,,,,,,,,,,,,,
"MC. Tavares, P. Mestas, Vietnã - Pedido de depósito fase nacional no. 1-2011-01244 no nome da UNICAMP "Fast Three-Phase Reclosing of Shunt Compensated Transmission Lines" em 13/05/2011","",,,,,,,,12,,,,,,,,,,,,,,,,,
"O trabalho consiste na modelagem de linha de transmissão para simulação de fenômenos transitórios eletromagnéticos. É proposto um novo modelo para representar a linha com mais exatidão nos programas de simulação, dentro das limitações intrínsecas de um programa digital. O modelo é genérico, foi desenvolvido para linhas trifásicas simples, circuito duplo, linha de corrente contínua e linha hexafásica.","",,,,,,,,,0,,,,,,,,,,,,,,,,
"No caso do modelo de linha de transmissão, o modelo desenvolvido no doutorado consiste numa representação mais precisa da linha para ser utilizada em estudos de transitórios. No modelo da proteção do transformador, represento o transformador e seu sistema de proteção diferencial com detalhes, tendo como objetivo final permitir a análise de desempenho da proteção. Apesar de serem trabalhos distintos, em ambos utilizo a mesma ferramenta computacional com a qual estou bastante familiarizada (o ATP [10-11]), e estou inserida dentro de uma pequena equipe, à qual gostaria de poder agregar mais alunos.","",,,,,,,,,1,,,,,,,,,,,,,,,,
"A presente proposta de pesquisa apresenta a continuação do estudo realizado desde 1996, no que diz respeito à linha de transmissão e transformador. Além destes tópicos já cobertos num projeto em andamento, proc. 520061/99-3(NV) EE AI, na proposta atual estão incluídos mais dois tópicos, análise da correta representação da transposição na análise de transitórios eletromagnéticos e análise harmônica e medição dos parâmetros de linha de transmissão. Estes novos tópicos propiciarão a expansão das atividades de pesquisa e, principalmente, a formação mais abrangente dos alunos envolvidos.
As pesquisas em andamento são sobre linha de transmissão, proteção diferencial de transformador, comportamento eletromagnético do solo e descargas atmosféricas. No caso de linha de transmissão, o modelo desenvolvido no doutorado consiste numa representação mais precisa da linha para ser utilizada em estudos de transitórios. No modelo da proteção do transformador, são representados o transformador e o seu sistema de proteção diferencial com detalhes, tendo como objetivo final permitir a análise de desempenho da proteção. Apesar de serem trabalhos distintos, em ambos é utilizada a mesma ferramenta computacional, o ATP, com a qual a equipe está bastante familiarizada. Pretende-se aumentar o número de alunos capacitados a utilizá-la, por ser esta uma ferramenta de uso disseminado na área de estudos de sistema de potência. 
Duas novas pesquisas foram incluídas no último biênio de atividades. A primeira refere-se ao estudo do modelo interno de transformador de três enrolamentos do ATP, pois em algumas situações ocorre instabilidade numérica nas simulações devido à uma impropriedade do modelo. Em algumas simulações foi verificada a instabilidade e deverá ser feito uma análise teórica do problema, com a subsequente proposta de soluções. A segunda linha de pesquisa incorporada envolve descargas atmosféricas. O Prof. José Pissolato e o Prof. Carlos Portela já desenvolveram extenso trabalho sob","",,,,,,,,,2,,,,,,,,,,,,,,,,
"As pesquisas a serem desenvolvidas envolvem modelagem de linha de transmissão, especificamente uma melhor representação do comportamento eletromagnético do solo, a análise do efeito da transposição de linhas de transmissão nos transitórios do sistema de potência, uma extensa análise de sensibilidade dos parâmetros elétricos de linha de transmissão. Também será estudada a proteção diferencial do transformador de potência através da representação da proteção na TACS e MODELS do ATP num sistema elétrico com dados reais. Uma nova pesquisa relacionada ao estudo do religamento monopolar está sendo iniciada, devendo trazer importantes contribuições para o Sistema Interligado Nacional. 
Proc. 2004/09311-0
Montante aprovado : R$ 84.087,50","",,,,,,,,,3,,,,,,,,,,,,,,,,
"Projeto de Pesquisa aprovado no Edital Universal CNPq 019/2004
Proc 480767/2004-1
Montante aprovado : R$ 32.775,00","",,,,,,,,,4,,,,,,,,,,,,,,,,
"As pesquisas em andamento são sobre linha de transmissão e proteção diferencial de transformador. No caso de linha de transmissão, o modelo desenvolvido no doutorado consiste numa representação mais precisa da linha para ser utilizada em estudos de transitórios. No modelo da proteção do transformador, são representados o transformador e o seu sistema de proteção diferencial com detalhes, tendo como objetivo final permitir a análise de desempenho da proteção. Apesar de serem trabalhos distintos, em ambos é utilizada a mesma ferramenta computacional, o ATP [39], com a qual a equipe está bastante familiarizada [40-41]. Pretende-se aumentar o número de alunos capacitados a utilizá-la, por ser esta uma ferramenta de uso disseminado na área de estudos de sistema de potência.
Duas novas propostas de pesquisa são apresentadas. A primeira refere-se ao estudo do modelo interno de transformador de três enrolamentos do ATP, pois em algumas situações ocorre instabilidade numérica nas simulações devido à uma impropriedade do modelo. Em algumas simulações foi verificada a instabilidade e deverá ser feito uma análise teórica do problema, com a subsequente proposta de soluções. 
A segunda nova linha de pesquisa envolve descargas atmosféricas. O Prof. José Pissolato [42] e o Prof. Carlos Portela [43] já desenvolveram extenso trabalho sobre o tema e existem algumas pesquisas específicas que precisam ser realizadas, como por exemplo a verificação da influência da topologia de uma região na distribuição de descargas atmosféricas, que ajudariam a envolver alunos de iniciação científica com o tema.","",,,,,,,,,5,,,,,,,,,,,,,,,,
"proc. : 98/14826-6","",,,,,,,,,,0,,,,,,,,,,,,,,,
"proc. 520061/99-3(NV) ? EE - AI
bolsas de iniciação científica","",,,,,,,,,,1,,,,,,,,,,,,,,,
"As pesquisas em andamento são sobre linha de transmissão e proteção diferencial de transformador. No caso de linha de transmissão, o modelo desenvolvido no doutorado consiste numa representação mais precisa da linha para ser utilizada em estudos de transitórios. No modelo da proteção do transformador, são representados o transformador e o seu sistema de proteção diferencial com detalhes, tendo como objetivo final permitir a análise de desempenho da proteção. Apesar de serem trabalhos distintos, em ambos é utilizada a mesma ferramenta computacional, o ATP [39], com a qual a equipe está bastante familiarizada [40-41]. Pretende-se aumentar o número de alunos capacitados a utilizá-la, por ser esta uma ferramenta de uso disseminado na área de estudos de sistema de potência.
Duas novas propostas de pesquisa são apresentadas. A primeira refere-se ao estudo do modelo interno de transformador de três enrolamentos do ATP, pois em algumas situações ocorre instabilidade numérica nas simulações devido à uma impropriedade do modelo. Em algumas simulações foi verificada a instabilidade e deverá ser feito uma análise teórica do problema, com a subsequente proposta de soluções. 
A segunda nova linha de pesquisa envolve descargas atmosféricas. O Prof. José Pissolato [42] e o Prof. Carlos Portela [43] já desenvolveram extenso trabalho sobre o tema e existem algumas pesquisas específicas que precisam ser realizadas, como por exemplo a verificação da influência da topologia de uma região na distribuição de descargas atmosféricas, que ajudariam a envolver alunos de iniciação científica com o tema.","",,,,,,,,,,2,,,,,,,,,,,,,,,
"As pesquisas em andamento são sobre linha de transmissão e proteção diferencial de transformador. No caso de linha de transmissão, o modelo desenvolvido no doutorado consiste numa representação mais precisa da linha para ser utilizada em estudos de transitórios. No modelo da proteção do transformador, são representados o transformador e o seu sistema de proteção diferencial com detalhes, tendo como objetivo final permitir a análise de desempenho da proteção. Apesar de serem trabalhos distintos, em ambos é utilizada a mesma ferramenta computacional, o ATP [39], com a qual a equipe está bastante familiarizada [40-41]. Pretende-se aumentar o número de alunos capacitados a utilizá-la, por ser esta uma ferramenta de uso disseminado na área de estudos de sistema de potência.
Duas novas propostas de pesquisa são apresentadas. A primeira refere-se ao estudo do modelo interno de transformador de três enrolamentos do ATP, pois em algumas situações ocorre instabilidade numérica nas simulações devido à uma impropriedade do modelo. Em algumas simulações foi verificada a instabilidade e deverá ser feito uma análise teórica do problema, com a subsequente proposta de soluções. 
A segunda nova linha de pesquisa envolve descargas atmosféricas. O Prof. José Pissolato [42] e o Prof. Carlos Portela [43] já desenvolveram extenso trabalho sobre o tema e existem algumas pesquisas específicas que precisam ser realizadas, como por exemplo a verificação da influência da topologia de uma região na distribuição de descargas atmosféricas, que ajudariam a envolver alunos de iniciação científica com o tema.","",,,,,,,,,,3,,,,,,,,,,,,,,,
"O projeto consistiu no desenvolvimento de modelos para estudo de transitórios eletromagnéticos e neste último ano abrangeu os seguintes temas: 
modelagem da linha de transmissão para estudos de transitórios eletromagnéticos na faixa de freqüência até 10 kHz, representando a dependência com a freqüência dos parâmetros longitudinais;
medição dos parâmetros do solo;
estudo do efeito da transposição das linhas de transmissão na análise de componentes harmônicas;
Estudo da abertura monofásica - arco secundário;
estudo da composição harmônica das manobras e defeitos que podem sensibilizar a proteção diferencial de transformadores, incluindo a efeito da saturação dos TCs;
Estudo de descargas atmosféricas.","",,,,,,,,,,4,,,,,,,,,,,,,,,
"Os trabalhos previstos englobam estudos de transitório eletromagnéticos para energização de linhas e transformadores, de rejeição de carga e de religamento de linhas, considerada a operação de novos circuitos e de novas linhas na interligação Nordeste -Sudeste, sendo especificamente :
do novo circuito entre S. Mesa e Sapeaçu 500 kV, com a presença das LTs Tucuruí/P. Dutra C3 e S. Mesa-Miracema C2 500 kV.","",,,,,,,,,,6,,,,,,,,,,,,,,,
"O projeto tem como objetivo a análise da transposição das linhas aéreas de transmissão (LT) nos estudos de transitórios eletromagnéticos de manobra. A transposição em LT é utilizada com o intuito de diminuir o desequilíbrio entre as fases na freqüência fundamental. No entanto, só se obtém um bom resultado se a distância entre as torres de transposição for muito menor do que ¼ do comprimento da onda viajante, ou seja, muito menor do que aproximadamente 1250 km para 60 Hz.
Nesse trabalho são realizadas várias simulações a fim de mostrar os desequilíbrios entre as fases quando se trabalha com altas freqüências (de 120 Hz a 3 kHz), como no caso das componentes harmônicas de um transitório ou as harmônicas geradas por cargas especiais. Como a distância entre as torres de transposição é de 100 km, definida para 60 Hz, para as harmônicas de alta freqüência, essa distância não é muito menor do que ¼ do comprimento de onda, portanto a transposição da linha não existe para essas harmônicas.
No presente trabalho pretende-se quantificar o erro de se tratar uma linha como idealmente transposta para toda a gama de freqüência de transitórios de manobra.
O software Matlab foi usado para realizar os cálculos de obtenção dos parâmetros da linha em função da freqüência e também para realizar os cálculos de efeito de transposição, bem como de todos os gráficos para análise.","",,,,,,,,,,7,,,,,,,,,,,,,,,
"O cálculo de parâmetros elétricos de linha de transmissão foi implementado para uma linha da CESP de 440 kV (Araraquara-Bauru) no ambiente computacional do ?Mathematica?. Simultaneamente ao cálculo de parâmetros, a revisão da teoria de linhas foi realizada.
Nesta implementação do cálculo de parâmetros utilizou-se as formulações de Carson, sob a forma de séries e integrais [1] e [2], para representar o efeito do solo real na impedância da linha. Dentre as fórmulas simplificadas utilizou-se a modelagem da distância complexa [2] e [3], utilizada na representação do solo real.
Implementadas as fórmulas de cálculo de parâmetros, diversas análises de sensibilidade dos parâmetros de linha (resistência e indutância) em relação à freqüência e à resistividade do solo, foram realizadas. Também foi elaborado um estudo comparativo entre as metodologias de cálculo utilizadas nesta fase e na etapa anterior [4].
	Através destes estudos e aproveitando os recursos do ambiente ?Mathematica?, tornou-se possível a visualização das faixas de validade de cada método.","",,,,,,,,,,8,,,,,,,,,,,,,,,
"Este relatório apresenta os resultados de medições dos parâmetros elétricos (condutividade e permissividade, no domínio da freqüência), do solo de Cachoeira Paulista/SP, as quais foram realizadas em duas etapas, a primeira nos dias 24/07/2002 e 25/07/2002 e a segunda de 31/07/2002 a 01/08/2002.","",,,,,,,,,,9,,,,,,,,,,,,,,,
"Este Projeto visa o estudo de Descargas do tipo nuvem - solo, induzidas (trigadas), pela técnica de lançamento de foguetes.
A técnicas de indução de descargas a partir de lançamento de foguetes em direção à nuvem tem sido utilizada desde do final da década de 60, tendo sua origem na França.
Atualmente esta técnica tem sido usada com freqüência e sucesso na França, nos Estados unidos, China e Japão, não havendo até então centros na região tropical do planeta. Esta técnica emprega dois métodos:
·	Método clássico, que consiste no uso de um fio totalmente condutor ligado ao foguete, este método permite induzir a descarga até um ponto específico de observação;
·	Método de altitude, onde fios condutores e isolantes são usados alternadamente, sendo o segundo método muito usado para induzir a descarga até uma certa altitude, depois ela segue o ?seu percurso natural?, ou seja, melhor caminho (menor resistência) até a terra, ou local pretendido (linhas de transmissão, pára-raios em teste, etc.).

A técnica de indução através de raio laser lançados em direção às nuvens de tempestades teve sua origem nesta década, a partir de tentativas até então sem sucesso no Japão e no Canadá.
Neste projeto usaremos o centro de captação para verificar algumas teorias relacionadas às descargas, e outras relações conhecidas (distancia de salto x corrente da descarga, etc), além disso, estudaremos os principais fatores que determinam a incidência de descargas atmosféricas numa determinada região, tais como, o nível isoceráunico, topologia etc, visando identificar possíveis regiões mais favoráveis para a localização de um centro de pesquisa.","",,,,,,,,,,10,,,,,,,,,,,,,,,
"O trabalho de apoio técnico junto ao grupo do Projeto Integrado CNPq teve duas frentes distintas e importantes. A primeira foi o apoio nas tarefas usuais do laboratório da EESC/USP, como a instalação de programas necessários para o grupo e organização do ambiente computacional. A segunda foi a participação na remontagem do site de Captação de descargas Atmosféricas e apoio na campanha 2001/2002. A última tarefa será descrita com maiores detalhes nos próximos itens.","",,,,,,,,,,11,,,,,,,,,,,,,,,
"O objetivo deste relatório é mostrar as atividades de pesquisa desenvolvidas no período entre Março a Novembro de 1999, do trabalho intitulado ?Utilização do EMTP na Simulação de Transformadores de Potência para Estudos de Proteção Digital Diferencial?.
Este trabalho é uma seqüência do que foi realizado na etapa anterior [1]. Até então, tinha sido desenvolvido um sistema elétrico simplificado, buscando um modelo de proteção diferencial para transformadores de potência, incluindo a lógica de controle e atuação de um relé diferencial através da subrotina TACS, do ATP [2].
Nesta etapa da pesquisa, prosseguiu-se com o desenvolvimento do modelo de proteção diferencial, através da inserção do mesmo em um sistema real e bastante complexo. O sistema elétrico, fornecido pela Companhia Hidrelétrica do São Francisco - CHESF, permitiu uma análise mais eficiente do problema anteriormente abordado. 
Assim, procurou-se realizar, nesta etapa de pesquisa, a implementação da proteção diferencial em um sistema real, incluindo:
a modelagem da atuação do relé;
a inclusão dos transformadores de corrente (TC's);
Além disso, buscou-se através deste estudo, observar-se a influência da saturação dos TC's sobre a resposta da proteção diferencial.
	As formas de onda obtidas a partir da simulação com o sistema CHESF foram analisadas de acordo com o seu conteúdo harmônico, mostrando a clara distinção entre os casos de energização e faltas internas, de acordo com o esperado.
	Foi realizado ainda o projeto de um filtro analógico para as freqüências fundamental e segunda harmônica, uma vez que se buscou analisar a possibilidade da implementação do método de restrição de harmônicos, para a distinção das situações analisadas. As formas de onda obtidas das simulações foram aplicadas aos filtros projetados, e as devidas conclusões são analisadas.
	Cabe ressaltar ainda que, durante a realização do projeto, foram apresentados dois artigos em congressos da área de Sistemas de Potência [3] e [","",,,,,,,,,,12,,,,,,,,,,,,,,,
"Este primeiro relatório tem como objetivo, apresentar os resultados do trabalhode iniciação científica desenvolvido desde Setembro, último, referente à propasta apresentada à CNPQ sob o tema: Estudo da Proteção Diferencial de Transformador de Potência. 
Assim, as atividades e estudos desenvolvidos neste períodos serão apresentados. Apresentar-se-á testes feitos no programa ATP-EMTP (Alternative Transient Program - Eletromagnetic Ttransien Program), simulando faltas em um transformador de potência, para a extração do conteúdo harmônico da forma de onda da corrente diferencial do transformador em cada uma das simulações.","",,,,,,,,,,13,,,,,,,,,,,,,,,
"Este relatório tem como objetivo, apresentar os resultados do trabalho de iniciação científica desenvolvido no período de setembro de 2000 a janeiro de 2003, referente à proposta apresentada à CNPq sob o tema : Estudo da Proteção Diferencial de Transformador de Potência. 
Assim, as atividades e os estudos desenvolvidos neste período serão apresentados. Foram realizados testes no programa ATP-EMTP (Alternative Transient Program - Eletromagnetic Transient Program), simulando faltas em um transformador de potência, para a extração do conteúdo harmônico da forma de onda da corrente diferencial do transformador em cada uma das simulações. Estas simulações consistiram em reproduzir faltas no transformador e nas zonas de proteção adjacentes. Em seguida buscou-se padrões do comportamento harmônico.","",,,,,,,,,,14,,,,,,,,,,,,,,,
"O projeto integrado consistiu na formação de um grupo de alunos nos assuntos relacionado com transitórios eletromagnéticos num sistema elétrico, em particular, em linhas de transmissão e transformador. Além destes tópicos foram incluídos mais dois tópicos, análise do modelo de transformador no ATP e descargas atmosféricas, o que propiciou a expansão das atividades de pesquisa e, principalmente, a formação mais abrangente dos alunos envolvidos. 
As tarefas foram bem definidas, sendo que dois alunos participaram de trabalhos de campo relacionados com captação de descargas atmosféricas, enquanto os demais alunos desenvolveram trabalhos teóricos, com subseqüente implementação computacional. 
Os alunos apresentaram artigos no congresso de Iniciação Científica da USP (SIICUSP) tanto em 2001 quanto em 2002, sendo que um trabalho recebeu menção honrosa em 2001.","",,,,,,,,,,15,,,,,,,,,,,,,,,
"O projeto integrado consistiu na formação de um grupo de alunos nos assuntos relacionado com transitórios eletromagnéticos num sistema elétrico e, em particular, em linhas de transmissão. Todos os alunos tiveram que estudar teoria de parâmetros de linha e um deles se aprofundou no cálculo dos parâmetros elétricos, implementando um programa que calcula os parâmetros elétricos da linha em função da freqüência no ambiente Mathematica. 
As tarefas foram bem definidas, sendo que os outros dois alunos trabalharam tanto com simulação de casos no ATP quanto com desenvolvimento de pequenos programas no ambiente Delphi. 
Os dois dos alunos que tiveram 24 meses de bolsa se desenvolveram mais, apresentando 02 artigos em congresso de iniciação e congresso interno do Departamento de Engenharia Elétrica da EESC/USP.
1","",,,,,,,,,,16,,,,,,,,,,,,,,,
"No presente relatório são apresentadas as atividades desenvolvidas pela Dra. Maria Cristina Dias Tavares como jovem pesquisadora FAPESP junto ao Departamento de Engenharia Elétrica da Escola de Engenharia de São Carlos (USP), durante o período de 01/abril/1999 a 20/março/2000.
O projeto consiste no desenvolvimento de modelos para estudo de transitórios eletromagnéticos, sendo dividido em duas partes : 
modelagem da proteção diferencial do transformador, incluindo a representação de TCs e atuação do relé.
modelagem da linha de transmissão para estudos de transitórios eletromagnéticos na faixa de freqüência até 10 kHz, representando a dependência com a freqüência dos parâmetros longitudinais;","",,,,,,,,,,17,,,,,,,,,,,,,,,
"No presente relatório são apresentadas as atividades desenvolvidas pela Dra. Maria Cristina Dias Tavares como jovem pesquisadora FAPESP junto ao Departamento de Engenharia Elétrica da Escola de Engenharia de São Carlos (USP), durante o período de 21/março/2000 a 20/março/2001.
O projeto atual consiste no desenvolvimento de modelos para estudo de transitórios eletromagnéticos, sendo dividido em duas partes : 
modelagem da linha de transmissão para estudos de transitórios eletromagnéticos na faixa de freqüência até 10 kHz, representando a dependência com a freqüência dos parâmetros longitudinais;
modelagem da proteção diferencial do transformador, incluindo a representação de TCs e atuação do relé.
Além destes tópicos pretendo apresentar novas propostas de pesquisa com as quais estou me envolvendo, sendo elas : análise do modelo de transformador no ATP e descargas atmosféricas. Estes novos tópicos propiciarão a expansão das atividades de pesquisa e, principalmente, a formação mais abrangente dos alunos envolvidos.
A primeira pesquisa refere-se ao estudo do modelo interno de transformador de três enrolamentos do ATP, pois em algumas situações ocorre instabilidade numérica nas simulações devido à uma impropriedade do modelo. Em algumas simulações foi verificada a instabilidade e deverá ser feito uma análise teórica do problema, com a subsequente proposta de soluções. 
A segunda nova linha de pesquisa envolve descargas atmosféricas. O Prof. José Pissolato [42] e o Prof. Carlos Portela [43] já desenvolveram extenso trabalho sobre o tema e existem algumas pesquisas específicas que precisam ser realizadas, como por exemplo a verificação da influência da topologia de uma região na distribuição de descargas atmosféricas, que ajudariam a envolver alunos de iniciação científica com o tema.
O projeto está sendo desenvolvido no Departamento de Engenharia Elétrica da Escola de Engenharia de São Carlos (EESC) - USP, com colaboração do programa de Engenharia Elétrica da COP","",,,,,,,,,,18,,,,,,,,,,,,,,,
"No presente relatório são apresentadas as atividades desenvolvidas pela Dra. Maria Cristina Dias Tavares como jovem pesquisadora FAPESP junto ao Departamento de Engenharia Elétrica da Escola de Engenharia de São Carlos (USP), durante o período de 21/março/2001 a 19/fevereiro/2002.
O projeto atual consiste no desenvolvimento de modelos para estudo de transitórios eletromagnéticos, sendo dividido em duas partes : 
modelagem da linha de transmissão para estudos de transitórios eletromagnéticos na faixa de freqüência até 10 kHz, representando a dependência com a freqüência dos parâmetros longitudinais;
modelagem da proteção diferencial do transformador, incluindo a representação de TCs e atuação do relé.
Além destes tópicos dois novos temas de pesquisa foram incorporados ao projeto, especificamente : análise do modelo de transformador no ATP e descargas atmosféricas. Para estes novos temas estamos trabalhando com um aluno de mestrado na UNICAMP e dois alunos da EESC/USP.
O projeto está sendo desenvolvido no Departamento de Engenharia Elétrica da Escola de Engenharia de São Carlos (EESC) - USP, com colaboração do programa de Engenharia Elétrica da COPPE/UFRJ e do Departamento de Sistemas de Controle (DSCE) e Energia da Faculdade de Engenharia Elétrica e de Computação da UNICAMP. 
Nos próximos capítulos encontram-se descritas as atividades realizadas ao longo dos últimos 12 meses de trabalho separadas por tópicos. Para cada tema estão listados os artigos apresentados e submetidos no decorrer deste período. São apresentados também a equipe de trabalho atual e os projetos aprovados em outras agências de fomento. Um aluno recebeu um prêmio pelo seu trabalho realizado sob minha orientação e dedico um capítulo para este assunto. São justificados, também, os gastos efetuados ao longo deste terceiro ano de trabalho. O relatório de cada viagem foi elaborado junto com a descrição da viagem, na parte de prestação de contas. Os comprovantes dos gastos encontram-se no relatór","",,,,,,,,,,19,,,,,,,,,,,,,,,
"No presente relatório são apresentadas as atividades desenvolvidas pela Dra. Maria Cristina Dias Tavares como jovem pesquisadora FAPESP junto ao Departamento de Engenharia Elétrica da Escola de Engenharia de São Carlos (USP) e posteriormente como Professora junto à Faculdade de Engenharia Elétrica e de Computação, no Departamento de Sistema e Controle de Energia (DSCE) da UNICAMP, durante o período de 20/fevereiro/2002 a 31/março/2003. 
O Projeto Jovem Pesquisadora foi concluído, após 04 anos de trabalho, sendo apresentadas neste relatório as atividades realizadas no último ano da pesquisa. 
O projeto consistiu no desenvolvimento de modelos para estudo de transitórios eletromagnéticos e neste último ano abrangeu os seguintes temas: 
modelagem da linha de transmissão para estudos de transitórios eletromagnéticos na faixa de freqüência até 10 kHz, representando a dependência com a freqüência dos parâmetros longitudinais;
medição dos parâmetros do solo;
estudo do efeito da transposição das linhas de transmissão na análise de componentes harmônicas;
Estudo da abertura monofásica - arco secundário;
estudo da composição harmônica das manobras e defeitos que podem sensibilizar a proteção diferencial de transformadores, incluindo a efeito da saturação dos TCs;
Estudo de descargas atmosféricas.
O projeto foi desenvolvido no Departamento de Engenharia Elétrica da Escola de Engenharia de São Carlos (EESC) - USP, com colaboração do programa de Engenharia Elétrica da COPPE/UFRJ e do Departamento de Sistemas de Controle (DSCE) e Energia da Faculdade de Engenharia Elétrica e de Computação da UNICAMP.","",,,,,,,,,,20,,,,,,,,,,,,,,,
"O objetivo da atividade foi aprender a teoria de cálculo de parâmetros elétricos de linha de transmissão e desenvolver um programa para calcular estes parâmetros, para uma linha genérica polifásica, no domínio da freqüência. 
Além disto, foi definido que o programa seria implementado no ambiente ?Mathematica?, o que implicou no conhecimento mais profundo desta ferramenta. 
Os parâmetros elétricos calculados foram expressos na forma de matrizes de dimensões dadas pelo número total de condutores da linha, sendo estas matrizes associadas aos parâmetros longitudinais e transversais da linha. 
O cálculo de parâmetros é importante à diversas análises do sistema de potência.
A linha utilizada como exemplo é uma linha da CESP de 440 kV, circuito simples, trifásica.","",,,,,,,,,,21,,,,,,,,,,,,,,,
"Parte dos resultados da pesquisa de mestrado do aluno Elson Gomes.","",,,,,,,,,,,2,,,,,,,,,,,,,,
"Resultados parciais da pesquisa envolvendo Elo CA","",,,,,,,,,,,3,,,,,,,,,,,,,,
"parte dos resultados da pesquisa de doutorado de Gilmário Santos","",,,,,,,,,,,8,,,,,,,,,,,,,,
"consolidação de pesquisa de doutorado de Patricia Mestas","",,,,,,,,,,,9,,,,,,,,,,,,,,
"consolidação de parte da pesquisa de mestrado de Jonas Talaisys","",,,,,,,,,,,11,,,,,,,,,,,,,,
"26-27 nov 2013
Apresentação dos resultados do P&D Estratégico 
Energização de uma linha teste de meio comprimento de onda
participação de palestrantes chineses e russo.
site - http://www.dsce.fee.unicamp.br/~cristina/teste.html
acesso às palestras gravadas link : 
https://www.youtube.com/channel/UCrj_r1r8rPBrIGS-gYMwKnQ","Half wavelength transmission line seminar

http://www.dsce.fee.unicamp.br/~cristina/teste.ing.html

http://www.dsce.fee.unicamp.br/~cristina/teste.esp.html",,,,,,,,,,,,0,,,,,,,,,,,,,
"?Mulheres na Engenharia?, MC Tavares, Palestra ministrada via UStream com acesso pelo Facebook e Twitter patrocinada pelo IEEE ramo IEEE dos EUA para divulgação e aumento do número de mulheres nas engenharias. Participação de 106 pessoas através dos diversos meios WEB. Palestra com apresentação ao vivo filmada via UStream com perguntas realizadas via facebbok, twitter e UStream do IEEE. Realizada em 25/09/2012","?Mulheres na Engenharia?, MC Tavares, Palestra ministrada via UStream com acesso pelo Facebook e Twitter patrocinada pelo IEEE ramo IEEE dos EUA para divulgação e aumento do número de mulheres nas engenharias. Participação de 106 pessoas através dos diversos meios WEB. Palestra com apresentação ao vivo filmada via UStream com perguntas realizadas via facebbok, twitter e UStream do IEEE. Realizada em 25/09/2012",,,,,,,,,,,,,0,,,,,,,,,,,,
